year,state,property_damage
2021,Kentucky,0.50K
2021,Indiana,1.00K
2021,Florida,100.00K
2021,Connecticut,12.50K
2021,Georgia,20.00K
2021,Georgia,250.00K
2021,New York,1.00K
2021,Massachusetts,7.00K
2021,Massachusetts,7.00K
2021,Massachusetts,4.00K
2021,Indiana,100.00K
2021,Indiana,25.00K
2021,Indiana,10.00K
2021,Florida,5.00K
2021,Tennessee,2.00K
2021,Arkansas,5.00K
2021,Massachusetts,13.00K
2021,Illinois,5.00K
2021,Kentucky,30.00K
2021,Kentucky,10.00K
2021,Kentucky,6.00K
2021,Kentucky,2.00K
2021,Illinois,3.00K
2021,Minnesota,21.00K
2021,Minnesota,5.00K
2021,West Virginia,0.50K
2021,Oklahoma,10.00K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Alabama,0.80K
2021,Arkansas,20.00K
2021,Mississippi,25.00K
2021,New York,8.00K
2021,Mississippi,10.00K
2021,Washington,80.00K
2021,Tennessee,2.00K
2021,Oklahoma,25.00K
2021,Massachusetts,0.50K
2021,Massachusetts,0.80K
2021,Indiana,15.00K
2021,Indiana,25.00K
2021,Texas,10.00K
2021,Tennessee,25.00K
2021,Kentucky,4.00K
2021,Arizona,1.00K
2021,Illinois,6.00K
2021,Alabama,1.20K
2021,Alabama,1.00K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Missouri,5.00K
2021,Pennsylvania,1.00K
2021,Pennsylvania,1.50K
2021,Washington,80.00K
2021,Tennessee,100.00K
2021,Mississippi,25.00K
2021,Connecticut,0.80K
2021,Massachusetts,0.50K
2021,Massachusetts,1.80K
2021,Arizona,50.00K
2021,Kansas,100.00K
2021,California,2.00M
2021,California,3.50M
2021,Pennsylvania,25.00K
2021,Missouri,1.00K
2021,Indiana,15.00K
2021,Illinois,2.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Texas,2.00K
2021,Alabama,0.30K
2021,Alabama,2.00K
2021,New York,10.00K
2021,Idaho,100.00K
2021,Washington,250.00K
2021,North Carolina,5.00K
2021,North Carolina,5.00K
2021,Oklahoma,25.00K
2021,New York,5.00K
2021,Massachusetts,0.80K
2021,Massachusetts,3.00K
2021,Massachusetts,1.50K
2021,Massachusetts,0.50K
2021,California,0.05K
2021,California,2.00M
2021,Missouri,20.00K
2021,Missouri,5.00K
2021,Kentucky,20.00K
2021,Indiana,10.00K
2021,Indiana,5.00K
2021,Illinois,4.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Missouri,1.00K
2021,Louisiana,30.00K
2021,Minnesota,3.00K
2021,Alabama,0.50K
2021,Alabama,5.00K
2021,Connecticut,2.00K
2021,Missouri,5.00K
2021,Oklahoma,15.00K
2021,Oklahoma,100.00K
2021,North Carolina,2.50K
2021,North Carolina,500.00K
2021,Tennessee,10.00K
2021,Tennessee,75.00K
2021,Mississippi,150.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Florida,1.00K
2021,Florida,0.50K
2021,Massachusetts,20.00K
2021,Massachusetts,1.80K
2021,Indiana,50.00K
2021,Louisiana,250.00K
2021,Louisiana,100.00K
2021,Louisiana,20.00K
2021,Louisiana,1.00M
2021,Wisconsin,60.00K
2021,Iowa,40.00K
2021,Massachusetts,7.50K
2021,Texas,70.00K
2021,Arizona,5.00K
2021,Missouri,35.00K
2021,Oklahoma,20.00K
2021,North Carolina,500.00K
2021,North Carolina,5.00K
2021,Tennessee,20.00K
2021,Arkansas,10.00K
2021,Arkansas,10.00K
2021,Mississippi,200.00K
2021,Tennessee,25.00K
2021,Mississippi,25.00K
2021,Kansas,15.00K
2021,Kansas,20.00K
2021,Kansas,6.00K
2021,Nebraska,60.00K
2021,Massachusetts,1.50K
2021,Massachusetts,0.50K
2021,Massachusetts,0.50K
2021,Massachusetts,1.00K
2021,California,4.50M
2021,California,250.00K
2021,Oklahoma,15.00K
2021,Puerto Rico,1.00K
2021,Puerto Rico,1.00K
2021,Puerto Rico,1.00K
2021,Michigan,2.50K
2021,Michigan,2.00K
2021,California,10.00K
2021,Arizona,2.00K
2021,Tennessee,50.00K
2021,Mississippi,5.00K
2021,Arkansas,5.00K
2021,Mississippi,50.00K
2021,Mississippi,25.00K
2021,Mississippi,15.00K
2021,Kansas,100.00K
2021,New York,10.00K
2021,New York,10.00K
2021,Tennessee,5.00K
2021,Massachusetts,0.50K
2021,Massachusetts,0.50K
2021,Massachusetts,12.00K
2021,Massachusetts,0.50K
2021,California,0.50K
2021,New York,10.00K
2021,Alabama,0.50K
2021,Alabama,0.20K
2021,Ohio,1.50K
2021,Alabama,1.00K
2021,Kansas,10.00K
2021,Mississippi,20.00K
2021,Arkansas,25.00K
2021,Louisiana,50.00K
2021,Louisiana,20.00K
2021,Louisiana,30.00K
2021,Louisiana,5.00K
2021,Louisiana,5.00K
2021,Louisiana,100.00K
2021,Connecticut,0.50K
2021,Rhode Island,1.00K
2021,Rhode Island,1.60K
2021,California,0.50K
2021,Tennessee,25.00K
2021,Alabama,1.00K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Ohio,20.00K
2021,Alabama,0.20K
2021,Alabama,0.10K
2021,Louisiana,10.00K
2021,New York,2.00K
2021,Louisiana,5.00K
2021,Louisiana,10.00K
2021,Alabama,0.20K
2021,California,75.00K
2021,Oklahoma,5.00K
2021,Indiana,1.00K
2021,Ohio,1.00K
2021,Ohio,2.00K
2021,Texas,2.00K
2021,New York,10.00K
2021,New York,1.00K
2021,New York,10.00K
2021,New York,2.00K
2021,California,2.00M
2021,Michigan,2.00K
2021,Indiana,1.00K
2021,Indiana,5.00K
2021,Alabama,0.20K
2021,California,10.00K
2021,Massachusetts,1.00K
2021,Oklahoma,5.00K
2021,Oklahoma,15.00K
2021,Arkansas,50.00K
2021,Arkansas,10.00K
2021,Tennessee,50.00K
2021,New York,1.00K
2021,New York,1.00K
2021,Vermont,5.00K
2021,Pennsylvania,5.00K
2021,Maryland,9.00K
2021,Maryland,30.00K
2021,South Carolina,0.01K
2021,South Carolina,5.00K
2021,Florida,3.00K
2021,Georgia,10.00K
2021,Virginia,1.00K
2021,Virginia,1.00K
2021,California,250.00K
2021,North Carolina,100.00K
2021,Texas,12.00K
2021,Arkansas,10.00K
2021,Mississippi,2.00K
2021,Idaho,5.00K
2021,Maryland,4.00K
2021,Maryland,2.00K
2021,Maryland,8.00K
2021,Maryland,1.00K
2021,Maryland,32.00K
2021,Maryland,1.00K
2021,Kentucky,3.00K
2021,Massachusetts,4.00K
2021,South Carolina,5.00K
2021,Vermont,5.00K
2021,Florida,5.00K
2021,Florida,2.00K
2021,Florida,5.00K
2021,Florida,2.00K
2021,South Carolina,0.01K
2021,South Carolina,0.01K
2021,South Carolina,0.01K
2021,Georgia,0.01K
2021,Louisiana,25.00K
2021,Georgia,2.00K
2021,Alabama,200.00K
2021,Alabama,2.00K
2021,Alabama,2.00K
2021,Alabama,0.20K
2021,Oklahoma,25.00K
2021,Mississippi,5.00K
2021,Mississippi,25.00K
2021,Tennessee,10.00K
2021,Idaho,1.00K
2021,Idaho,2.00K
2021,Indiana,25.00K
2021,Indiana,10.00K
2021,Maryland,2.00K
2021,Maryland,1.00K
2021,Maryland,20.00K
2021,Maryland,1.00K
2021,Maryland,1.00K
2021,Maryland,1.00K
2021,Pennsylvania,15.00K
2021,Massachusetts,2.30K
2021,Indiana,250.00K
2021,New Mexico,50.00K
2021,Connecticut,5.00K
2021,Florida,2.00K
2021,Oklahoma,5.00K
2021,Florida,100.00K
2021,Florida,50.00K
2021,Louisiana,30.00K
2021,Arkansas,10.00K
2021,Mississippi,200.00K
2021,Mississippi,10.00K
2021,Idaho,1.00K
2021,Idaho,15.00K
2021,Idaho,1.00K
2021,Idaho,5.00K
2021,Nebraska,500.00K
2021,West Virginia,5.00K
2021,Ohio,5.00K
2021,Oregon,1.00K
2021,Oregon,0.25K
2021,Ohio,1.00K
2021,Maryland,1.00K
2021,Maryland,1.00K
2021,Maryland,1.00K
2021,Maryland,2.50K
2021,Maryland,15.00K
2021,Massachusetts,2.00K
2021,South Carolina,60.00K
2021,Massachusetts,0.80K
2021,Massachusetts,1.00K
2021,South Carolina,0.01K
2021,Alaska,500.00K
2021,Rhode Island,0.50K
2021,Rhode Island,5.00K
2021,Rhode Island,10.00K
2021,Arkansas,10.00K
2021,Indiana,1.00K
2021,Indiana,50.00K
2021,Indiana,15.00K
2021,Mississippi,50.00K
2021,Mississippi,20.00K
2021,North Carolina,40.00K
2021,Mississippi,25.00K
2021,Mississippi,25.00K
2021,Mississippi,2.00K
2021,Idaho,10.00K
2021,New York,10.00K
2021,New York,10.00K
2021,New York,5.00K
2021,South Carolina,0.01K
2021,New York,45.00K
2021,South Carolina,0.01K
2021,Massachusetts,0.50K
2021,Massachusetts,2.30K
2021,Massachusetts,1.00K
2021,Massachusetts,0.50K
2021,Maryland,20.00K
2021,Massachusetts,2.00K
2021,Massachusetts,4.00K
2021,Massachusetts,1.00K
2021,Massachusetts,0.50K
2021,Massachusetts,6.00K
2021,Indiana,25.00K
2021,Indiana,25.00K
2021,Tennessee,2.00K
2021,South Carolina,0.10K
2021,Massachusetts,1.30K
2021,Massachusetts,0.80K
2021,Massachusetts,5.00K
2021,Connecticut,4.00K
2021,Connecticut,0.30K
2021,New Mexico,700.00K
2021,South Dakota,5.00K
2021,South Dakota,500.00K
2021,South Dakota,3.00M
2021,Massachusetts,2.50K
2021,Massachusetts,8.50K
2021,Massachusetts,13.00K
2021,Nebraska,3.00K
2021,Ohio,20.00K
2021,California,1.00K
2021,California,5.00K
2021,California,200.00M
2021,Wyoming,30.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Texas,20.00K
2021,Florida,810.00K
2021,Montana,40.00K
2021,Montana,50.00K
2021,Montana,5.00K
2021,Arizona,60.00K
2021,Oregon,2.00K
2021,California,1000.00K
2021,California,20.00K
2021,California,1.00K
2021,California,1.00K
2021,California,10.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Missouri,10.00K
2021,Montana,5.00K
2021,Idaho,20.00K
2021,Arizona,5.00K
2021,Washington,10.00K
2021,Washington,100.00K
2021,Oregon,2.00K
2021,Oregon,1.00K
2021,Oregon,1.20K
2021,North Carolina,20.00K
2021,Louisiana,5.00K
2021,Louisiana,25.00K
2021,California,10.00K
2021,Texas,5.00K
2021,California,1.00K
2021,California,1.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Kansas,50.00K
2021,Arizona,6.00K
2021,Washington,25.00K
2021,Washington,10.00K
2021,Oregon,5.00K
2021,New Hampshire,100.00K
2021,Maine,150.00K
2021,Maine,125.00K
2021,California,5.00K
2021,California,5.00K
2021,California,1.00K
2021,Georgia,8.00K
2021,Georgia,25.00K
2021,Missouri,25.00K
2021,Missouri,10.00K
2021,Missouri,5.00K
2021,Arizona,20.00K
2021,Missouri,5.00K
2021,Missouri,15.00K
2021,North Carolina,20.00K
2021,California,10.00K
2021,California,10.00K
2021,California,1.00K
2021,Georgia,25.00K
2021,Georgia,100.00K
2021,Georgia,45.00K
2021,Georgia,1.00K
2021,Missouri,5.00K
2021,Missouri,50.00K
2021,Missouri,25.00K
2021,Arizona,40.00K
2021,Washington,10.00K
2021,Ohio,10.00K
2021,New Mexico,15.00K
2021,California,1.00K
2021,California,1.00K
2021,California,5.00K
2021,Georgia,5.00K
2021,Georgia,5.00K
2021,Georgia,1.00K
2021,Georgia,1.00K
2021,Georgia,1.00K
2021,Missouri,5.00K
2021,Missouri,10.00K
2021,Missouri,5.00K
2021,Missouri,5.00K
2021,West Virginia,10.00K
2021,Arizona,10.00K
2021,Washington,1.50K
2021,Michigan,5.00K
2021,Michigan,1.00K
2021,California,50.00K
2021,California,200.00K
2021,California,50.00K
2021,North Carolina,20.00K
2021,North Carolina,20.00K
2021,California,6.00K
2021,Texas,500.00K
2021,Kentucky,0.10K
2021,California,1.00K
2021,California,1.00K
2021,California,25.00K
2021,Missouri,5.00K
2021,Arizona,2.00K
2021,North Dakota,50.00K
2021,Idaho,20.00K
2021,Idaho,15.00K
2021,Michigan,1.00K
2021,Michigan,3.00K
2021,Michigan,0.50K
2021,Michigan,1.00K
2021,Michigan,2.00K
2021,Michigan,1.00K
2021,California,200.00K
2021,California,100.00K
2021,California,100.00K
2021,North Carolina,20.00K
2021,North Carolina,20.00K
2021,California,6.00K
2021,Ohio,15.00K
2021,Kentucky,0.10K
2021,Indiana,75.00K
2021,California,2.00K
2021,California,100.00K
2021,California,250.00K
2021,Missouri,25.00K
2021,Missouri,35.00K
2021,Florida,5.00K
2021,Florida,200.00K
2021,Georgia,1.00K
2021,Georgia,5.00K
2021,Georgia,3.00K
2021,Louisiana,50.00K
2021,Arizona,25.00K
2021,Idaho,10.00K
2021,Idaho,25.00K
2021,Oregon,35.00K
2021,Michigan,3.00K
2021,Michigan,0.50K
2021,California,200.00K
2021,Massachusetts,0.50K
2021,Massachusetts,1.60K
2021,Massachusetts,1.00K
2021,Massachusetts,0.50K
2021,New York,10.00K
2021,California,5.00K
2021,California,1.00K
2021,California,30.00K
2021,California,6.00K
2021,Georgia,2.00K
2021,Georgia,10.00K
2021,Georgia,10.00K
2021,Pennsylvania,30.00K
2021,Arizona,5.00K
2021,California,5.00K
2021,California,50.00K
2021,Massachusetts,0.50K
2021,Massachusetts,0.80K
2021,Connecticut,0.30K
2021,Connecticut,0.80K
2021,Massachusetts,2.40K
2021,Massachusetts,0.80K
2021,Massachusetts,0.50K
2021,California,10.00K
2021,Massachusetts,1.90K
2021,Indiana,10.00K
2021,California,10.00K
2021,California,5.00K
2021,California,1.00K
2021,Ohio,300.00K
2021,Arizona,60.00K
2021,California,30.00K
2021,California,25.00K
2021,Vermont,20.00K
2021,Massachusetts,1.60K
2021,Pennsylvania,70.00K
2021,Indiana,100.00K
2021,Vermont,20.00K
2021,Vermont,10.00K
2021,Vermont,10.00K
2021,California,25.00K
2021,California,1.00K
2021,West Virginia,2.00K
2021,California,1000.00K
2021,Arizona,15.00K
2021,North Dakota,80.00K
2021,Tennessee,15.00K
2021,Tennessee,10.00K
2021,Vermont,10.00K
2021,Vermont,20.00K
2021,Vermont,20.00K
2021,New York,2.00K
2021,Georgia,2.00K
2021,Vermont,10.00K
2021,Vermont,10.00K
2021,New York,10.00K
2021,California,30.00K
2021,California,5.00K
2021,California,5.00K
2021,California,0.20K
2021,Georgia,3.00K
2021,Georgia,3.00K
2021,Wyoming,3.00K
2021,Arizona,3.00K
2021,North Dakota,50.00K
2021,North Dakota,100.00K
2021,North Dakota,200.00K
2021,Michigan,10.00K
2021,Michigan,6.00K
2021,Michigan,1.00K
2021,Michigan,0.50K
2021,Michigan,3.00K
2021,Texas,0.50K
2021,Vermont,10.00K
2021,Vermont,10.00K
2021,Vermont,10.00K
2021,Florida,10.00K
2021,Florida,0.20K
2021,Florida,5.00K
2021,New York,25.00K
2021,New York,10.00K
2021,New York,10.00K
2021,California,1.00K
2021,California,10.00K
2021,Georgia,3.00K
2021,Georgia,3.00K
2021,Georgia,50.00K
2021,Arizona,10.00K
2021,North Dakota,50.00K
2021,North Dakota,5.00K
2021,North Dakota,250.00K
2021,Michigan,5.00K
2021,Vermont,10.00K
2021,Vermont,50.00K
2021,Vermont,50.00K
2021,Indiana,500.00K
2021,Kansas,40.00K
2021,Kansas,30.00K
2021,New York,10.00K
2021,New York,10.00K
2021,New York,10.00K
2021,California,20.00K
2021,California,150.00K
2021,Texas,0.50K
2021,Georgia,3.00K
2021,Georgia,2.00K
2021,Georgia,5.00K
2021,Arizona,1.00K
2021,North Dakota,75.00K
2021,North Dakota,75.00K
2021,North Dakota,10.00K
2021,Iowa,30.00K
2021,Missouri,10.00K
2021,Virginia,25.00K
2021,Texas,100.00K
2021,Vermont,50.00K
2021,Kentucky,0.01K
2021,Kentucky,0.10K
2021,California,100.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Alaska,10.00K
2021,Montana,2.00K
2021,Montana,500.00K
2021,Nebraska,10.00K
2021,Missouri,10.00K
2021,Missouri,10.00K
2021,Missouri,10.00K
2021,Kansas,50.00K
2021,California,1.00K
2021,California,1.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Missouri,25.00K
2021,Montana,50.00K
2021,Montana,100.00K
2021,Arizona,10.00K
2021,Gulf Of Mexico,50.00M
2021,Wisconsin,8.00K
2021,Texas,150.00K
2021,Texas,50.00K
2021,Vermont,10.00K
2021,Vermont,5.00K
2021,Florida,1.00K
2021,Texas,4.00K
2021,Texas,150.00K
2021,Texas,50.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Florida,2.00K
2021,Massachusetts,1.30K
2021,South Carolina,0.50K
2021,South Carolina,20.00K
2021,South Carolina,1.00K
2021,Texas,640.00K
2021,Texas,1.00M
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Georgia,50.00K
2021,New Mexico,40.00K
2021,Tennessee,5.00K
2021,Tennessee,1.00K
2021,Indiana,10.00K
2021,Florida,2.00K
2021,South Carolina,1.00K
2021,South Carolina,1.00K
2021,South Carolina,10.00K
2021,Texas,1.00K
2021,Wisconsin,40.00K
2021,Wisconsin,2.00K
2021,Texas,90.00K
2021,Texas,200.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Indiana,100.00K
2021,Tennessee,2.00K
2021,Indiana,10.00K
2021,Indiana,25.00K
2021,Alabama,150.00K
2021,Florida,25.00K
2021,Wisconsin,2.00K
2021,Texas,5.20M
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Massachusetts,200.00K
2021,Florida,5.00K
2021,Florida,2.00K
2021,Florida,5.00K
2021,Idaho,1.00K
2021,Wisconsin,5.00K
2021,Wisconsin,2.00K
2021,Wisconsin,1.00K
2021,Wisconsin,1.00K
2021,Vermont,5.00K
2021,Vermont,5.00K
2021,Indiana,20.00K
2021,Illinois,20.00K
2021,Michigan,550.00K
2021,Florida,5.00K
2021,Florida,1.00K
2021,Florida,2.00K
2021,Florida,2.00K
2021,Florida,5.00K
2021,Vermont,20.00K
2021,Vermont,20.00K
2021,Kentucky,75.00K
2021,Kentucky,25.00K
2021,Kentucky,200.00K
2021,Kentucky,50.00K
2021,Massachusetts,0.80K
2021,Massachusetts,0.50K
2021,Florida,2.00K
2021,Florida,3.00K
2021,Florida,2.00K
2021,New York,10.00K
2021,New York,10.00K
2021,Massachusetts,1.10K
2021,Florida,3.00K
2021,Georgia,0.01K
2021,California,30.00K
2021,Tennessee,1.12M
2021,New York,2.00K
2021,New York,2.00K
2021,New York,5.00K
2021,New York,10.00K
2021,Kentucky,25.00K
2021,Tennessee,2.26M
2021,New York,2.00K
2021,New York,1.00K
2021,New York,2.00K
2021,New York,10.00K
2021,Vermont,5.00K
2021,California,25.00K
2021,Massachusetts,5.00K
2021,Massachusetts,1.00K
2021,Rhode Island,1.90K
2021,Tennessee,1.26M
2021,Tennessee,5.00K
2021,Maine,5.00K
2021,New York,2.00K
2021,New York,2.00K
2021,New York,2.00K
2021,Vermont,10.00K
2021,California,50.00K
2021,California,25.00K
2021,Idaho,15.00K
2021,Tennessee,3.24M
2021,New York,2.00K
2021,New York,2.00K
2021,New York,2.00K
2021,Kentucky,15.00K
2021,Minnesota,95.00K
2021,Nevada,100.00K
2021,California,2.00K
2021,California,40.00K
2021,Texas,20.00K
2021,Texas,100.00K
2021,Texas,2.00K
2021,Mississippi,35.00K
2021,Mississippi,1.00K
2021,Mississippi,4.00K
2021,Mississippi,15.00K
2021,Tennessee,342.00K
2021,West Virginia,10.00K
2021,Ohio,3.00K
2021,New York,2.00K
2021,New York,2.00K
2021,New York,2.00K
2021,Illinois,20.00K
2021,Kentucky,2.90M
2021,Kentucky,500.00K
2021,Florida,5.00K
2021,Mississippi,25.00K
2021,Mississippi,5.00K
2021,Louisiana,12.00K
2021,Mississippi,20.00K
2021,Tennessee,3.00M
2021,New York,2.00K
2021,New York,2.00K
2021,Florida,10.00K
2021,Georgia,0.50K
2021,West Virginia,1.00K
2021,Michigan,2.00K
2021,Michigan,50.00K
2021,Michigan,1.00K
2021,New York,10.00K
2021,New York,10.00K
2021,Florida,20.00K
2021,California,100.00K
2021,New York,2.00K
2021,New York,2.00K
2021,New York,2.00K
2021,Vermont,50.00K
2021,Mississippi,5.00K
2021,Michigan,15.00K
2021,Texas,100.00K
2021,Texas,200.00K
2021,New York,5.00K
2021,New York,10.00K
2021,Florida,2.00K
2021,Washington,20.00K
2021,Tennessee,334.90K
2021,Florida,1.00K
2021,Michigan,100.00K
2021,Michigan,100.00K
2021,Texas,1.00M
2021,Pennsylvania,5.00K
2021,Pennsylvania,10.00K
2021,Pennsylvania,1.00K
2021,Pennsylvania,5.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,1.00K
2021,West Virginia,10.00K
2021,West Virginia,10.00K
2021,Texas,0.30K
2021,Texas,0.20K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,3.00K
2021,Virginia,3.00K
2021,Virginia,1.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,New York,1.50K
2021,Missouri,25.00K
2021,Virginia,1.50K
2021,Kentucky,1.00K
2021,Virginia,3.00K
2021,Virginia,0.50K
2021,Virginia,0.50K
2021,Georgia,100.00K
2021,Georgia,150.00K
2021,Tennessee,5.00K
2021,Tennessee,50.00K
2021,Tennessee,10.00K
2021,Tennessee,2.00K
2021,Mississippi,5.00K
2021,Mississippi,7.00K
2021,Mississippi,40.00K
2021,Mississippi,50.00K
2021,Mississippi,15.00K
2021,Minnesota,265.00K
2021,Mississippi,10.00K
2021,Mississippi,5.00K
2021,Minnesota,275.00K
2021,Mississippi,1.00K
2021,Mississippi,50.00K
2021,North Carolina,2.00K
2021,North Carolina,5.00K
2021,Virginia,5.00K
2021,Mississippi,10.00K
2021,Mississippi,5.00K
2021,Mississippi,0.50K
2021,Mississippi,15.00K
2021,Mississippi,7.00K
2021,Mississippi,2.00K
2021,Mississippi,30.00K
2021,Mississippi,2.00K
2021,Mississippi,2.00K
2021,Louisiana,250.00K
2021,Louisiana,150.00K
2021,Florida,1.00K
2021,Massachusetts,20.00K
2021,Massachusetts,1.00K
2021,Massachusetts,10.00K
2021,Alabama,250.00K
2021,Texas,3.00K
2021,Minnesota,15.00K
2021,Kansas,2.00K
2021,Kansas,50.00K
2021,Pennsylvania,10.00K
2021,Pennsylvania,1.00K
2021,Pennsylvania,50.00K
2021,Pennsylvania,1.00K
2021,Alabama,1.00K
2021,Alabama,0.50K
2021,Alabama,1.00K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Texas,2.00K
2021,Oklahoma,10.00K
2021,Oklahoma,5.00K
2021,Virginia,2.00K
2021,Virginia,3.00K
2021,Virginia,3.00K
2021,Virginia,3.00K
2021,Virginia,25.00K
2021,Virginia,1.00K
2021,Virginia,35.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Puerto Rico,1.00K
2021,Puerto Rico,1.00K
2021,Puerto Rico,0.50K
2021,Virginia,2.50K
2021,Virginia,0.50K
2021,Virginia,2.50K
2021,Virginia,50.00K
2021,Virginia,0.50K
2021,Virginia,1.50K
2021,Georgia,10.00K
2021,Georgia,1.00K
2021,Georgia,40.00K
2021,Georgia,15.00K
2021,Oklahoma,25.00K
2021,Tennessee,3.00K
2021,Tennessee,3.00K
2021,Tennessee,3.00K
2021,Tennessee,1.00K
2021,Tennessee,5.00K
2021,Tennessee,1.00K
2021,Tennessee,3.00K
2021,Tennessee,10.00K
2021,Tennessee,5.00K
2021,Mississippi,75.00K
2021,Mississippi,5.00K
2021,Mississippi,5.00K
2021,Mississippi,10.00K
2021,Mississippi,1.00K
2021,South Carolina,0.10K
2021,Virginia,0.50K
2021,Mississippi,10.00K
2021,Mississippi,5.00K
2021,Mississippi,5.00K
2021,Mississippi,4.00K
2021,Mississippi,35.00K
2021,Mississippi,5.00K
2021,Mississippi,5.00K
2021,Arkansas,30.00K
2021,Arkansas,15.00K
2021,Louisiana,2.00K
2021,Kansas,1.00K
2021,Massachusetts,20.00K
2021,Massachusetts,1.30K
2021,Massachusetts,20.00K
2021,Massachusetts,8.00K
2021,Massachusetts,0.30K
2021,Massachusetts,0.50K
2021,Massachusetts,3.20K
2021,South Carolina,0.01K
2021,South Carolina,0.10K
2021,South Carolina,0.01K
2021,Florida,2.00K
2021,Florida,1.00K
2021,Massachusetts,0.50K
2021,Massachusetts,5.00K
2021,Massachusetts,0.50K
2021,Massachusetts,0.80K
2021,Massachusetts,0.30K
2021,Massachusetts,1.00K
2021,Pennsylvania,20.00K
2021,Pennsylvania,10.00K
2021,Pennsylvania,5.00K
2021,Pennsylvania,10.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Texas,85.00K
2021,Virginia,1.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Virginia,2.00K
2021,Missouri,100.00K
2021,Puerto Rico,5.00K
2021,Puerto Rico,5.00K
2021,Virginia,3.00K
2021,Texas,20.00K
2021,Kentucky,20.00K
2021,Virginia,2.50K
2021,Virginia,45.00K
2021,Virginia,85.00K
2021,Georgia,20.00K
2021,Georgia,15.00K
2021,Georgia,15.00K
2021,Georgia,10.00K
2021,Georgia,5.00K
2021,Oklahoma,30.00K
2021,Oklahoma,5.00K
2021,Oklahoma,5.00K
2021,Tennessee,3.00K
2021,Tennessee,3.00K
2021,Tennessee,10.00K
2021,Tennessee,3.00K
2021,Tennessee,10.00K
2021,Tennessee,10.00K
2021,Tennessee,2.00K
2021,Tennessee,15.00K
2021,Tennessee,10.00K
2021,Mississippi,500.00K
2021,Mississippi,1.00K
2021,Mississippi,25.00K
2021,Mississippi,175.00K
2021,Mississippi,20.00K
2021,Virginia,0.50K
2021,Mississippi,2.00K
2021,Tennessee,5.00K
2021,Tennessee,5.00K
2021,Tennessee,50.00K
2021,Louisiana,15.00K
2021,Louisiana,8.00K
2021,Louisiana,15.00K
2021,Mississippi,1.00K
2021,Mississippi,25.00K
2021,Mississippi,2.00K
2021,Mississippi,50.00K
2021,Connecticut,1.00K
2021,Connecticut,0.40K
2021,Rhode Island,0.80K
2021,Massachusetts,0.50K
2021,Connecticut,1.30K
2021,Connecticut,1.30K
2021,Michigan,3.00K
2021,Michigan,3.00K
2021,Michigan,2.00K
2021,Massachusetts,10.00K
2021,Massachusetts,5.00K
2021,Massachusetts,6.00K
2021,West Virginia,5.00K
2021,West Virginia,3.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,1.00K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Alabama,0.20K
2021,Wisconsin,20.00K
2021,Wisconsin,1.00K
2021,Maryland,2.00K
2021,Maryland,2.00K
2021,Missouri,25.00K
2021,Puerto Rico,0.50K
2021,Virginia,2.50K
2021,Virginia,1.00K
2021,Virginia,6.00K
2021,Nevada,15.00K
2021,California,10.00K
2021,Virginia,5.50K
2021,Virginia,0.50K
2021,Virginia,1.50K
2021,Georgia,5.00K
2021,Georgia,100.00K
2021,Georgia,100.00K
2021,Georgia,10.00K
